nombre,apellidos,correo electrónico,contraseña temporal,carrera,ciclo
Kevin,Torres Díaz,30789084@sima.com,kevin123,Tecnología Médica - Laboratorio Clínico y Anatomía Patológica,10
Valeria,Cruz Fernández,39309911@sima.com,valeria123,Farmacia y Bioquímica,10
José,Quispe Mamani,42856822@sima.com,josé123,Ingeniería Ambiental,2
Ana,Paredes Silva,90571399@sima.com,ana123,Ingeniería de Sistemas e Informática,7
Daniela,Torres Díaz,41228865@sima.com,daniela123,Ingeniería Mecatrónica,4
Elena,Paredes Silva,83162093@sima.com,elena123,Tecnología Médica - Terapia Física y Rehabilitación,1
Luis,Ramos Medina,28960537@sima.com,luis123,Ingeniería Civil,2
Camila,Flores Rojas,67932535@sima.com,camila123,Ingeniería Civil,1
Jorge,Vargas Soto,26534022@sima.com,jorge123,Ingeniería Ambiental,6
Andrea,Vargas Soto,88321981@sima.com,andrea123,Tecnología Médica - Terapia Física y Rehabilitación,4
José,Torres Díaz,27426976@sima.com,josé123,Tecnología Médica - Terapia Física y Rehabilitación,3
Paula,Ramos Medina,28867399@sima.com,paula123,Ingeniería de Minas,4
Fernando,Paredes Silva,15328668@sima.com,fernando123,Ingeniería de Sistemas e Informática,6
Lucía,Castillo Huamán,95689406@sima.com,lucía123,Ciencias de la Comunicación,6
Luis,Cruz Fernández,25897940@sima.com,luis123,Tecnología Médica - Terapia Física y Rehabilitación,6
Alonso,Paredes Silva,62456852@sima.com,alonso123,Ingeniería Civil,2
Daniela,García Pérez,39624162@sima.com,daniela123,Ingeniería de Minas,8
Diego,García Pérez,45530849@sima.com,diego123,Medicina Humana,8
Lucía,García Pérez,95577162@sima.com,lucía123,Ingeniería Ambiental,8
Daniela,Vargas Soto,62215380@sima.com,daniela123,Ingeniería de Minas,6
María,Flores Rojas,99237770@sima.com,maría123,Ingeniería Mecatrónica,7
Paula,Quispe Mamani,77994603@sima.com,paula123,Ingeniería Ambiental,4
Kevin,Vargas Soto,45036047@sima.com,kevin123,Tecnología Médica - Terapia Física y Rehabilitación,2
Miguel,Ramos Medina,19008137@sima.com,miguel123,Ingeniería de Minas,6
Diego,Quispe Mamani,56999627@sima.com,diego123,Ingeniería Industrial,6
Camila,Vargas Soto,96836968@sima.com,camila123,Medicina Humana,8
Kevin,Cruz Fernández,89858944@sima.com,kevin123,Odontología,7
Alonso,Torres Díaz,51544359@sima.com,alonso123,Ingeniería Ambiental,4
Paula,Ramos Medina,28001846@sima.com,paula123,Medicina Humana,4
Alonso,Mendoza López,38340598@sima.com,alonso123,Ingeniería de Minas,4
Elena,Quispe Mamani,34345543@sima.com,elena123,Ingeniería Mecánica,3
Valeria,Castillo Huamán,22222894@sima.com,valeria123,Tecnología Médica - Laboratorio Clínico y Anatomía Patológica,5
Sofía,Flores Rojas,42774379@sima.com,sofía123,Nutrición y Dietética,7
Ana,Quispe Mamani,35911103@sima.com,ana123,Enfermería,3
Diego,García Pérez,77125450@sima.com,diego123,Ingeniería Industrial,9
Ana,García Pérez,94310327@sima.com,ana123,Enfermería,7
Paula,García Pérez,93197588@sima.com,paula123,Nutrición y Dietética,2
José,Torres Díaz,62303640@sima.com,josé123,Ingeniería Empresarial,3
Kevin,Paredes Silva,70826904@sima.com,kevin123,Ingeniería Eléctrica,5
Fernando,Castillo Huamán,83756119@sima.com,fernando123,Arquitectura,6
Luis,Ramos Medina,28779214@sima.com,luis123,Ingeniería Mecánica,7
Paula,Castillo Huamán,30295616@sima.com,paula123,Farmacia y Bioquímica,8
Camila,Mendoza López,63798326@sima.com,camila123,Ingeniería Industrial,9
Ricardo,Flores Rojas,71580162@sima.com,ricardo123,Tecnología Médica - Radiología,2
Valeria,Quispe Mamani,92827997@sima.com,valeria123,Ciencias de la Comunicación,1
Paula,Cruz Fernández,43074516@sima.com,paula123,Tecnología Médica - Laboratorio Clínico y Anatomía Patológica,2
Valeria,Quispe Mamani,36482755@sima.com,valeria123,Farmacia y Bioquímica,10
Carlos,Quispe Mamani,57102517@sima.com,carlos123,Ingeniería de Minas,6
Luis,Vargas Soto,90096796@sima.com,luis123,Ingeniería Civil,1
Andrea,Paredes Silva,84283172@sima.com,andrea123,Arquitectura,5
Fernando,Cruz Fernández,86315142@sima.com,fernando123,Ingeniería Mecatrónica,1
Sofía,Torres Díaz,65824708@sima.com,sofía123,Ingeniería Eléctrica,5
José,Quispe Mamani,26438029@sima.com,josé123,Nutrición y Dietética,1
José,Cruz Fernández,73117153@sima.com,josé123,Derecho,6
Valeria,Flores Rojas,43954792@sima.com,valeria123,Ingeniería Mecánica,3
Lucía,Flores Rojas,91846977@sima.com,lucía123,Ingeniería Ambiental,6
Andrea,Quispe Mamani,67262915@sima.com,andrea123,Ingeniería Empresarial,10
Alonso,Cruz Fernández,51818928@sima.com,alonso123,Nutrición y Dietética,8
Andrea,García Pérez,89703280@sima.com,andrea123,Derecho,1
José,Flores Rojas,10317069@sima.com,josé123,Enfermería,8
Kevin,Cruz Fernández,11189588@sima.com,kevin123,Ingeniería Civil,4
José,Castillo Huamán,25094207@sima.com,josé123,Ingeniería Civil,7
Ana,Mendoza López,21655915@sima.com,ana123,Ingeniería Eléctrica,5
Lucía,Quispe Mamani,35708594@sima.com,lucía123,Farmacia y Bioquímica,4
Alonso,Castillo Huamán,46935373@sima.com,alonso123,Ingeniería Ambiental,10
Ana,Castillo Huamán,97509698@sima.com,ana123,Ingeniería Civil,9
Andrea,Ramos Medina,36658117@sima.com,andrea123,Ingeniería Mecánica,10
Ana,Quispe Mamani,66243874@sima.com,ana123,Ingeniería Ambiental,1
María,Flores Rojas,41932707@sima.com,maría123,Derecho,3
Luis,García Pérez,34257178@sima.com,luis123,Nutrición y Dietética,7
Ana,Paredes Silva,81254352@sima.com,ana123,Medicina Humana,7
José,Flores Rojas,31236754@sima.com,josé123,Ingeniería de Sistemas e Informática,6
Alonso,Ramos Medina,66233967@sima.com,alonso123,Ingeniería Mecánica,5
Sofía,Torres Díaz,17425505@sima.com,sofía123,Derecho,1
María,Flores Rojas,92456680@sima.com,maría123,Tecnología Médica - Laboratorio Clínico y Anatomía Patológica,2
Elena,Paredes Silva,31293883@sima.com,elena123,Tecnología Médica - Terapia Física y Rehabilitación,9
Daniela,Ramos Medina,97317262@sima.com,daniela123,Derecho,5
Sofía,Torres Díaz,57293077@sima.com,sofía123,Tecnología Médica - Radiología,6
Paula,Ramos Medina,83303322@sima.com,paula123,Ingeniería Industrial,8
Carlos,Mendoza López,64469361@sima.com,carlos123,Tecnología Médica - Radiología,7
Ricardo,Cruz Fernández,98880748@sima.com,ricardo123,Enfermería,9
Luis,Vargas Soto,66600956@sima.com,luis123,Ingeniería Empresarial,4
Diego,Vargas Soto,71905647@sima.com,diego123,Ingeniería de Sistemas e Informática,4
Miguel,Flores Rojas,36431955@sima.com,miguel123,Tecnología Médica - Laboratorio Clínico y Anatomía Patológica,3
Carlos,Castillo Huamán,16522867@sima.com,carlos123,Tecnología Médica - Radiología,10
Kevin,Mendoza López,64281855@sima.com,kevin123,Odontología,5
Andrea,Paredes Silva,89130080@sima.com,andrea123,Tecnología Médica - Laboratorio Clínico y Anatomía Patológica,1
Miguel,Flores Rojas,45343599@sima.com,miguel123,Ciencias de la Comunicación,3
Ricardo,García Pérez,49869006@sima.com,ricardo123,Ingeniería Mecatrónica,5
Miguel,Vargas Soto,27620416@sima.com,miguel123,Ciencias de la Comunicación,9
Elena,Vargas Soto,96348537@sima.com,elena123,Ingeniería de Sistemas e Informática,4
Kevin,Mendoza López,10095961@sima.com,kevin123,Arquitectura,3
Andrea,Cruz Fernández,87151627@sima.com,andrea123,Ingeniería Empresarial,5
Miguel,Castillo Huamán,23310433@sima.com,miguel123,Nutrición y Dietética,3
Elena,Paredes Silva,92969218@sima.com,elena123,Derecho,2
Carlos,García Pérez,96828900@sima.com,carlos123,Tecnología Médica - Terapia Física y Rehabilitación,10
Kevin,Quispe Mamani,81332217@sima.com,kevin123,Derecho,9
Camila,Castillo Huamán,76341872@sima.com,camila123,Ingeniería Empresarial,7
Lucía,Mendoza López,11937376@sima.com,lucía123,Enfermería,9
Daniela,Vargas Soto,20488909@sima.com,daniela123,Ingeniería Civil,7
Fernando,Mendoza López,58161744@sima.com,fernando123,Ingeniería Eléctrica,7
Lucía,Castillo Huamán,23238389@sima.com,lucía123,Tecnología Médica - Radiología,10
Lucía,Vargas Soto,47825972@sima.com,lucía123,Ingeniería de Sistemas e Informática,2
Paula,Quispe Mamani,92701026@sima.com,paula123,Ingeniería Civil,1
Camila,Ramos Medina,17430048@sima.com,camila123,Medicina Humana,6
José,Torres Díaz,89043006@sima.com,josé123,Ingeniería de Minas,10
Jorge,Quispe Mamani,41636934@sima.com,jorge123,Ingeniería de Minas,6
Sofía,Mendoza López,48013902@sima.com,sofía123,Tecnología Médica - Terapia Física y Rehabilitación,8
Kevin,Mendoza López,30493330@sima.com,kevin123,Nutrición y Dietética,9
Diego,Ramos Medina,89009584@sima.com,diego123,Odontología,5
María,Castillo Huamán,33588820@sima.com,maría123,Medicina Humana,10
Luis,Cruz Fernández,43644532@sima.com,luis123,Ingeniería de Minas,7
Sofía,Torres Díaz,93500531@sima.com,sofía123,Odontología,7
Ricardo,Ramos Medina,92823856@sima.com,ricardo123,Odontología,9
Daniela,García Pérez,26350694@sima.com,daniela123,Farmacia y Bioquímica,3
Ana,Castillo Huamán,17301036@sima.com,ana123,Ingeniería Industrial,2
Ana,Vargas Soto,60427341@sima.com,ana123,Derecho,1
Andrea,Paredes Silva,42608630@sima.com,andrea123,Odontología,3
Diego,Torres Díaz,26192238@sima.com,diego123,Derecho,1
José,Mendoza López,78494368@sima.com,josé123,Ingeniería Civil,2
Lucía,Vargas Soto,64690510@sima.com,lucía123,Ingeniería Empresarial,9
Lucía,Torres Díaz,88335148@sima.com,lucía123,Enfermería,1
Ricardo,Paredes Silva,81350806@sima.com,ricardo123,Medicina Humana,3
Camila,Flores Rojas,51836944@sima.com,camila123,Ingeniería de Sistemas e Informática,6
Alonso,Flores Rojas,52290330@sima.com,alonso123,Tecnología Médica - Radiología,8
Ricardo,Castillo Huamán,89830877@sima.com,ricardo123,Tecnología Médica - Terapia Física y Rehabilitación,3
Luis,García Pérez,43070454@sima.com,luis123,Derecho,4
José,Flores Rojas,95086690@sima.com,josé123,Ingeniería Empresarial,8
Diego,Torres Díaz,19817818@sima.com,diego123,Nutrición y Dietética,5
Luis,Paredes Silva,16864426@sima.com,luis123,Ingeniería Eléctrica,7
Kevin,Cruz Fernández,46054074@sima.com,kevin123,Derecho,4
Ricardo,García Pérez,43061522@sima.com,ricardo123,Ciencias de la Comunicación,7
Luis,Castillo Huamán,56806126@sima.com,luis123,Odontología,1
Valeria,García Pérez,42477063@sima.com,valeria123,Ingeniería de Sistemas e Informática,2
Elena,Castillo Huamán,71554034@sima.com,elena123,Tecnología Médica - Laboratorio Clínico y Anatomía Patológica,3
María,Paredes Silva,90173776@sima.com,maría123,Enfermería,6
Ricardo,Flores Rojas,52171156@sima.com,ricardo123,Medicina Humana,9
Sofía,Castillo Huamán,46375994@sima.com,sofía123,Enfermería,10
Diego,Ramos Medina,16295152@sima.com,diego123,Ingeniería Eléctrica,9
José,Cruz Fernández,45517806@sima.com,josé123,Ingeniería Mecánica,2
Diego,Cruz Fernández,59097970@sima.com,diego123,Arquitectura,7
Paula,Castillo Huamán,23592097@sima.com,paula123,Tecnología Médica - Laboratorio Clínico y Anatomía Patológica,5
Miguel,Paredes Silva,20214135@sima.com,miguel123,Derecho,9
Fernando,Mendoza López,75940824@sima.com,fernando123,Ingeniería Industrial,7
Miguel,Cruz Fernández,90906792@sima.com,miguel123,Ciencias de la Comunicación,2
Jorge,Mendoza López,61298886@sima.com,jorge123,Odontología,6
Sofía,Torres Díaz,46520267@sima.com,sofía123,Derecho,10
Lucía,Quispe Mamani,30754866@sima.com,lucía123,Ingeniería Industrial,7
Fernando,Torres Díaz,28240437@sima.com,fernando123,Enfermería,5
Carlos,Paredes Silva,49468329@sima.com,carlos123,Derecho,1
Fernando,Ramos Medina,86533643@sima.com,fernando123,Ciencias de la Comunicación,2
Camila,Vargas Soto,32341606@sima.com,camila123,Tecnología Médica - Radiología,8
Valeria,Torres Díaz,63152975@sima.com,valeria123,Tecnología Médica - Laboratorio Clínico y Anatomía Patológica,10
Miguel,Torres Díaz,59859578@sima.com,miguel123,Ingeniería Eléctrica,5
Sofía,Flores Rojas,41965814@sima.com,sofía123,Enfermería,6
Lucía,Mendoza López,61645959@sima.com,lucía123,Ingeniería Mecatrónica,7
Alonso,Mendoza López,20566558@sima.com,alonso123,Tecnología Médica - Laboratorio Clínico y Anatomía Patológica,10
Fernando,García Pérez,87139066@sima.com,fernando123,Ingeniería Eléctrica,6
Ana,Paredes Silva,73039526@sima.com,ana123,Ingeniería Mecánica,6
Daniela,Castillo Huamán,78928931@sima.com,daniela123,Ingeniería Empresarial,4
Sofía,Paredes Silva,61438743@sima.com,sofía123,Derecho,3
Fernando,García Pérez,49849446@sima.com,fernando123,Tecnología Médica - Terapia Física y Rehabilitación,2
Ana,Vargas Soto,33802984@sima.com,ana123,Ingeniería Eléctrica,9
Jorge,Torres Díaz,37432961@sima.com,jorge123,Ingeniería de Sistemas e Informática,2
Elena,Castillo Huamán,85464349@sima.com,elena123,Tecnología Médica - Radiología,8
Valeria,Castillo Huamán,58745384@sima.com,valeria123,Enfermería,4
Andrea,Paredes Silva,76936845@sima.com,andrea123,Ingeniería de Sistemas e Informática,3
Lucía,García Pérez,77803170@sima.com,lucía123,Enfermería,5
Ricardo,Castillo Huamán,73872458@sima.com,ricardo123,Enfermería,9
Kevin,Ramos Medina,98647771@sima.com,kevin123,Derecho,8
Diego,Torres Díaz,54941284@sima.com,diego123,Nutrición y Dietética,7
Sofía,Ramos Medina,13816170@sima.com,sofía123,Ingeniería Industrial,8
Lucía,Mendoza López,11960056@sima.com,lucía123,Ingeniería Mecatrónica,7
Camila,Mendoza López,86462079@sima.com,camila123,Nutrición y Dietética,5
María,Quispe Mamani,39018808@sima.com,maría123,Odontología,3
Ricardo,Vargas Soto,28822821@sima.com,ricardo123,Medicina Humana,3
Fernando,Cruz Fernández,49720123@sima.com,fernando123,Arquitectura,5
Valeria,Castillo Huamán,87185727@sima.com,valeria123,Ingeniería Eléctrica,4
Camila,Mendoza López,83703597@sima.com,camila123,Ingeniería Mecánica,7
Lucía,Torres Díaz,16439195@sima.com,lucía123,Enfermería,5
Elena,Flores Rojas,13131743@sima.com,elena123,Ingeniería de Sistemas e Informática,1
Luis,Castillo Huamán,68351459@sima.com,luis123,Ingeniería Civil,1
Andrea,Vargas Soto,29469982@sima.com,andrea123,Ciencias de la Comunicación,8
Kevin,Quispe Mamani,48984864@sima.com,kevin123,Ingeniería de Minas,1
Alonso,Flores Rojas,25575696@sima.com,alonso123,Ingeniería Mecatrónica,5
Valeria,Torres Díaz,48079370@sima.com,valeria123,Ingeniería Mecatrónica,6
Diego,Torres Díaz,66162976@sima.com,diego123,Ingeniería Ambiental,2
Ana,Vargas Soto,81757138@sima.com,ana123,Ingeniería Empresarial,4
María,Castillo Huamán,66808776@sima.com,maría123,Ingeniería Ambiental,4
Fernando,Cruz Fernández,51367437@sima.com,fernando123,Ingeniería Empresarial,8
Luis,García Pérez,11471812@sima.com,luis123,Ingeniería Civil,2
Alonso,Castillo Huamán,51935856@sima.com,alonso123,Enfermería,4
Ricardo,Cruz Fernández,49980156@sima.com,ricardo123,Arquitectura,8
Ana,Quispe Mamani,68367506@sima.com,ana123,Ingeniería Civil,10
Ana,Paredes Silva,72841727@sima.com,ana123,Ingeniería Eléctrica,3
Elena,Paredes Silva,57880068@sima.com,elena123,Nutrición y Dietética,4
Camila,García Pérez,47788656@sima.com,camila123,Ingeniería Mecatrónica,9
Ricardo,Torres Díaz,53464289@sima.com,ricardo123,Nutrición y Dietética,8
José,Torres Díaz,73934409@sima.com,josé123,Ciencias de la Comunicación,4
Daniela,Torres Díaz,60069854@sima.com,daniela123,Derecho,6
Camila,Torres Díaz,17654934@sima.com,camila123,Ciencias de la Comunicación,4
Fernando,Flores Rojas,55939853@sima.com,fernando123,Ingeniería Empresarial,8
Luis,Vargas Soto,87178264@sima.com,luis123,Ingeniería de Sistemas e Informática,2
Valeria,Ramos Medina,16085318@sima.com,valeria123,Ingeniería Eléctrica,9
María,Mendoza López,37911612@sima.com,maría123,Ingeniería Empresarial,6
Elena,Torres Díaz,34939785@sima.com,elena123,Tecnología Médica - Radiología,9
Kevin,Quispe Mamani,10997177@sima.com,kevin123,Tecnología Médica - Terapia Física y Rehabilitación,4
Alonso,Cruz Fernández,49413313@sima.com,alonso123,Ingeniería de Sistemas e Informática,6
Luis,Cruz Fernández,60911574@sima.com,luis123,Ingeniería de Minas,7
Ricardo,Vargas Soto,80647396@sima.com,ricardo123,Enfermería,8
Miguel,Ramos Medina,55255300@sima.com,miguel123,Enfermería,4
Ricardo,Cruz Fernández,40291016@sima.com,ricardo123,Farmacia y Bioquímica,1
María,Castillo Huamán,54240256@sima.com,maría123,Tecnología Médica - Laboratorio Clínico y Anatomía Patológica,10
Alonso,Torres Díaz,76857219@sima.com,alonso123,Arquitectura,8
Alonso,García Pérez,21182283@sima.com,alonso123,Derecho,4
Luis,Paredes Silva,92405883@sima.com,luis123,Ingeniería de Sistemas e Informática,8
Andrea,Castillo Huamán,52052596@sima.com,andrea123,Ingeniería de Minas,1
Fernando,Castillo Huamán,11727082@sima.com,fernando123,Ingeniería Civil,8
Elena,García Pérez,32007018@sima.com,elena123,Nutrición y Dietética,2
Daniela,Mendoza López,54856960@sima.com,daniela123,Odontología,10
María,Castillo Huamán,34443889@sima.com,maría123,Medicina Humana,6
Valeria,Castillo Huamán,73660381@sima.com,valeria123,Arquitectura,9
José,Mendoza López,25007938@sima.com,josé123,Ingeniería de Sistemas e Informática,7
Kevin,Quispe Mamani,71327511@sima.com,kevin123,Medicina Humana,10
Ricardo,Ramos Medina,15881278@sima.com,ricardo123,Arquitectura,9
Alonso,Paredes Silva,80430146@sima.com,alonso123,Enfermería,4
Alonso,Vargas Soto,10037888@sima.com,alonso123,Ingeniería Mecánica,7
Camila,Torres Díaz,80207948@sima.com,camila123,Ingeniería de Minas,7
Ana,Ramos Medina,74265139@sima.com,ana123,Medicina Humana,7
María,Torres Díaz,19781495@sima.com,maría123,Ingeniería Civil,4
Luis,Flores Rojas,90349962@sima.com,luis123,Ciencias de la Comunicación,1
Lucía,Flores Rojas,48847413@sima.com,lucía123,Tecnología Médica - Radiología,6
Miguel,García Pérez,31225283@sima.com,miguel123,Derecho,8
Kevin,Mendoza López,53333962@sima.com,kevin123,Nutrición y Dietética,4
Valeria,Vargas Soto,57602254@sima.com,valeria123,Farmacia y Bioquímica,7
Paula,García Pérez,38019181@sima.com,paula123,Ingeniería Eléctrica,10
Lucía,Flores Rojas,23277680@sima.com,lucía123,Tecnología Médica - Radiología,2
Luis,Vargas Soto,63253949@sima.com,luis123,Ingeniería de Minas,6
Kevin,Cruz Fernández,26414137@sima.com,kevin123,Tecnología Médica - Radiología,5
Elena,Flores Rojas,19775918@sima.com,elena123,Ingeniería Eléctrica,5
Paula,Vargas Soto,75200490@sima.com,paula123,Ciencias de la Comunicación,4
Elena,Castillo Huamán,99995139@sima.com,elena123,Tecnología Médica - Laboratorio Clínico y Anatomía Patológica,3
Luis,Cruz Fernández,90109478@sima.com,luis123,Ingeniería Ambiental,9
Andrea,García Pérez,77762778@sima.com,andrea123,Enfermería,9
Diego,Paredes Silva,49794286@sima.com,diego123,Ciencias de la Comunicación,3
Elena,Torres Díaz,93062770@sima.com,elena123,Nutrición y Dietética,7
Carlos,Flores Rojas,44520214@sima.com,carlos123,Ingeniería Eléctrica,5
Valeria,Torres Díaz,61409678@sima.com,valeria123,Derecho,7
Daniela,Vargas Soto,69955881@sima.com,daniela123,Ciencias de la Comunicación,6
Fernando,Castillo Huamán,44981067@sima.com,fernando123,Tecnología Médica - Radiología,5
Luis,Cruz Fernández,29015713@sima.com,luis123,Ingeniería Mecánica,6
Valeria,Quispe Mamani,59272367@sima.com,valeria123,Medicina Humana,6
Sofía,Castillo Huamán,79614530@sima.com,sofía123,Ciencias de la Comunicación,4
Camila,Castillo Huamán,79606627@sima.com,camila123,Odontología,5
Kevin,Mendoza López,37258742@sima.com,kevin123,Derecho,1
Lucía,Ramos Medina,97807847@sima.com,lucía123,Ingeniería Mecánica,4
Elena,Paredes Silva,68453246@sima.com,elena123,Arquitectura,9
María,Torres Díaz,72527460@sima.com,maría123,Farmacia y Bioquímica,1
Fernando,Ramos Medina,56967046@sima.com,fernando123,Farmacia y Bioquímica,1
Alonso,Paredes Silva,39670954@sima.com,alonso123,Ingeniería Civil,7
José,Quispe Mamani,32554472@sima.com,josé123,Ingeniería de Minas,6
Sofía,Cruz Fernández,24503962@sima.com,sofía123,Farmacia y Bioquímica,1
Fernando,Mendoza López,35702869@sima.com,fernando123,Medicina Humana,7
Carlos,Ramos Medina,88626268@sima.com,carlos123,Odontología,8
Alonso,Flores Rojas,25816167@sima.com,alonso123,Ingeniería Ambiental,8
Luis,Cruz Fernández,23472452@sima.com,luis123,Farmacia y Bioquímica,2
Diego,Cruz Fernández,34364274@sima.com,diego123,Odontología,8
Paula,García Pérez,39372335@sima.com,paula123,Ingeniería Ambiental,10
Andrea,Paredes Silva,93080618@sima.com,andrea123,Nutrición y Dietética,4
Paula,García Pérez,33829751@sima.com,paula123,Ingeniería Mecatrónica,10
Luis,Castillo Huamán,93928462@sima.com,luis123,Nutrición y Dietética,3
Alonso,Quispe Mamani,73534305@sima.com,alonso123,Ingeniería Industrial,5
Daniela,Quispe Mamani,99943514@sima.com,daniela123,Ingeniería Industrial,8
Luis,Ramos Medina,33541982@sima.com,luis123,Ciencias de la Comunicación,8
Daniela,García Pérez,53065857@sima.com,daniela123,Derecho,1
Diego,Flores Rojas,70603990@sima.com,diego123,Nutrición y Dietética,8
Kevin,Castillo Huamán,81264947@sima.com,kevin123,Farmacia y Bioquímica,1
Miguel,Castillo Huamán,64878904@sima.com,miguel123,Ciencias de la Comunicación,3
José,Paredes Silva,13468304@sima.com,josé123,Ingeniería Mecánica,9
Kevin,Vargas Soto,87227010@sima.com,kevin123,Ingeniería Civil,7
Andrea,Quispe Mamani,23733705@sima.com,andrea123,Medicina Humana,10
Alonso,Vargas Soto,20717853@sima.com,alonso123,Ingeniería Eléctrica,9
Elena,Cruz Fernández,31606593@sima.com,elena123,Enfermería,7
Andrea,Quispe Mamani,82069605@sima.com,andrea123,Ingeniería Civil,9
Daniela,Quispe Mamani,48236986@sima.com,daniela123,Enfermería,10
José,Quispe Mamani,28275328@sima.com,josé123,Enfermería,5
Andrea,Vargas Soto,91085592@sima.com,andrea123,Ingeniería Eléctrica,4
Fernando,Cruz Fernández,91300315@sima.com,fernando123,Enfermería,3
Ana,Flores Rojas,70500788@sima.com,ana123,Ingeniería de Sistemas e Informática,7
Valeria,Torres Díaz,63795032@sima.com,valeria123,Ingeniería Industrial,8
Sofía,Castillo Huamán,20401617@sima.com,sofía123,Ingeniería Civil,5
Valeria,Castillo Huamán,48002867@sima.com,valeria123,Derecho,9
Alonso,Paredes Silva,55009267@sima.com,alonso123,Ingeniería Civil,2
Camila,Cruz Fernández,33460460@sima.com,camila123,Ingeniería Ambiental,10
Luis,Torres Díaz,30276133@sima.com,luis123,Tecnología Médica - Laboratorio Clínico y Anatomía Patológica,3
Fernando,Quispe Mamani,78659986@sima.com,fernando123,Medicina Humana,3
Fernando,Flores Rojas,97584050@sima.com,fernando123,Ingeniería Mecatrónica,8
Sofía,Vargas Soto,87755626@sima.com,sofía123,Ingeniería Mecánica,4
Carlos,Vargas Soto,78259506@sima.com,carlos123,Farmacia y Bioquímica,6
Diego,Torres Díaz,83160745@sima.com,diego123,Farmacia y Bioquímica,7
Ricardo,Mendoza López,49565939@sima.com,ricardo123,Ingeniería Mecánica,5
María,García Pérez,52539272@sima.com,maría123,Medicina Humana,10
Camila,Torres Díaz,12378767@sima.com,camila123,Ciencias de la Comunicación,2
Fernando,Torres Díaz,39920814@sima.com,fernando123,Ciencias de la Comunicación,2
Andrea,Vargas Soto,72947655@sima.com,andrea123,Ciencias de la Comunicación,9
Daniela,Castillo Huamán,64771430@sima.com,daniela123,Medicina Humana,8
Alonso,Mendoza López,82912180@sima.com,alonso123,Ingeniería Mecánica,1
Andrea,García Pérez,16885503@sima.com,andrea123,Ingeniería Eléctrica,3
Andrea,Cruz Fernández,72365769@sima.com,andrea123,Tecnología Médica - Terapia Física y Rehabilitación,7
Daniela,García Pérez,23534495@sima.com,daniela123,Ingeniería de Minas,6
Ana,Torres Díaz,51279144@sima.com,ana123,Enfermería,5
Elena,Torres Díaz,65058408@sima.com,elena123,Ciencias de la Comunicación,2
Miguel,García Pérez,35388000@sima.com,miguel123,Ingeniería Ambiental,6
Paula,Mendoza López,18407418@sima.com,paula123,Derecho,1
José,Cruz Fernández,88922062@sima.com,josé123,Ingeniería Ambiental,6
Andrea,Paredes Silva,41987072@sima.com,andrea123,Ingeniería Eléctrica,7
Camila,Cruz Fernández,76044041@sima.com,camila123,Ingeniería Industrial,7
Fernando,Ramos Medina,38645240@sima.com,fernando123,Odontología,4
Miguel,García Pérez,60853446@sima.com,miguel123,Odontología,1
Luis,Mendoza López,25453256@sima.com,luis123,Ingeniería Mecatrónica,8
Fernando,Cruz Fernández,18128929@sima.com,fernando123,Ingeniería Industrial,6
José,García Pérez,24725948@sima.com,josé123,Ingeniería Eléctrica,4
Camila,Castillo Huamán,56466755@sima.com,camila123,Enfermería,5
Ricardo,García Pérez,11814317@sima.com,ricardo123,Ingeniería Eléctrica,4
Daniela,Paredes Silva,45381348@sima.com,daniela123,Ingeniería de Minas,10
Ana,Torres Díaz,48491532@sima.com,ana123,Ciencias de la Comunicación,10
Alonso,Torres Díaz,90927741@sima.com,alonso123,Ingeniería Eléctrica,1
Ana,Cruz Fernández,49788452@sima.com,ana123,Ingeniería Empresarial,3
Luis,Ramos Medina,85692569@sima.com,luis123,Ingeniería Mecánica,8
Jorge,Vargas Soto,26356089@sima.com,jorge123,Farmacia y Bioquímica,7
Daniela,Flores Rojas,91778911@sima.com,daniela123,Ingeniería de Minas,9
Ana,Flores Rojas,39819733@sima.com,ana123,Ingeniería Civil,6
Diego,Paredes Silva,86269545@sima.com,diego123,Ingeniería Eléctrica,4
Valeria,Vargas Soto,32395786@sima.com,valeria123,Medicina Humana,1
María,Ramos Medina,14717606@sima.com,maría123,Medicina Humana,1
María,Vargas Soto,36224970@sima.com,maría123,Ingeniería de Sistemas e Informática,8
José,Flores Rojas,63916579@sima.com,josé123,Medicina Humana,5
José,Flores Rojas,65679392@sima.com,josé123,Derecho,6
José,Ramos Medina,14470205@sima.com,josé123,Medicina Humana,4
Elena,Torres Díaz,98376678@sima.com,elena123,Ingeniería Mecatrónica,4
Paula,García Pérez,97842691@sima.com,paula123,Ingeniería de Minas,4
Valeria,Mendoza López,80393367@sima.com,valeria123,Ingeniería Eléctrica,9
María,Mendoza López,64435637@sima.com,maría123,Tecnología Médica - Radiología,6
Valeria,Torres Díaz,35805718@sima.com,valeria123,Ingeniería Civil,6
Luis,Paredes Silva,88032740@sima.com,luis123,Enfermería,10
Camila,Ramos Medina,29020618@sima.com,camila123,Ingeniería Mecatrónica,3
Ricardo,Vargas Soto,70791952@sima.com,ricardo123,Farmacia y Bioquímica,1
Jorge,Vargas Soto,12988337@sima.com,jorge123,Tecnología Médica - Radiología,8
María,Paredes Silva,79752670@sima.com,maría123,Ingeniería Empresarial,7
Elena,Quispe Mamani,16670020@sima.com,elena123,Ciencias de la Comunicación,6
María,Quispe Mamani,71856698@sima.com,maría123,Nutrición y Dietética,7
